Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized)
p3811,-1.01762,1.11114,2.55785,-0.637936,0.439587,-1.03197,-0.221686,1.84568
p3812,1.84947,-0.172923,-0.804513,-0.248759,-0.0696866,-0.209118,-0.516706,-0.773825
p3813,0.820857,-0.26433,-0.142371,0.788969,0.311129,-1.17594,-0.349791,0.0952454
p3814,0.461264,-0.469209,1.70709,-2.24383,1.23792,-0.218018,-0.552785,-1.30872
p3815,1.33003,-0.110819,0.247397,0.211273,1.18932,0.433245,1.50169,-0.568907
p3816,-3.3816,1.2355,-1.26066,-0.00673652,1.70915,-0.181559,-0.244116,0.486008
p3817,-0.52841,1.91357,0.0464348,-0.121778,-0.334162,0.799297,-4.56308,-2.3782
p3818,-0.872287,-0.387739,-0.0817738,0.0794794,-0.294518,-0.129983,0.300208,-0.423562
p3819,1.83686,-0.0692456,0.415655,-0.284698,-1.88946,0.380394,-1.03871,0.119261
p382,-0.26418,-0.518252,0.494032,0.926134,-0.603629,0.425613,-0.0480034,-0.295198
p3820,0.488543,-1.06577,0.289201,-0.641998,-0.100024,0.214592,-0.101115,0.0149918
p3821,0.407169,-0.85184,0.0559876,-0.648471,-0.201011,0.455444,-0.240344,0.955808
p3822,-0.641436,-0.412359,-0.494117,-0.681354,-0.418651,-0.63059,-0.259042,-0.336041
p3823,-0.371293,0.247963,-0.272691,0.0282188,0.921265,-0.540506,0.114592,1.38352
p3824,0.764801,-0.342994,-0.0140077,-1.07029,0.695421,1.11597,-0.460618,-2.23418
p3825,0.0605915,-1.1402,0.254145,-0.049257,0.157018,-0.0216097,-0.2506,-0.270648
p3826,1.38463,-0.78887,0.0882661,0.274941,0.412618,-0.821644,-0.472507,-0.857158
p3827,-1.30493,0.250301,0.221725,0.405664,1.15201,1.06365,-0.0244853,1.82663
p3828,2.4221,-0.692802,0.056298,-1.09756,-0.598543,0.485372,-0.274108,-0.224356
p3829,1.28548,1.01353,-0.639916,-0.15766,-0.509923,-1.31685,3.93716,-1.73107
p383,-1.15096,0.0621463,-0.983017,0.600377,-1.20206,-0.0937515,0.58741,0.115741
p3830,0.775936,-0.0873851,-0.681417,-0.413439,-1.55805,-1.73151,-0.569542,-0.974546
p3831,1.19589,-0.438985,-0.0291279,-0.718242,-0.108579,0.997015,-0.866011,-0.0462299
p3832,0.265944,0.479787,-0.481024,-0.102204,-0.733434,0.104534,1.97647,-0.674981
p3833,0.209393,-0.507775,0.0406934,-0.153116,-0.495593,-1.22568,0.48632,-0.548833
p3834,-0.0847259,0.783038,-1.14091,-0.308238,0.672563,0.273738,-0.102682,-0.501373
p3835,-0.0590853,0.950233,2.54124,-2.9917,0.0344075,-2.65663,-0.214096,0.663198
p3836,-0.768707,-0.214461,0.258802,-0.253812,0.996024,1.45371,-0.405542,0.279608
p3837,0.0626139,0.229595,-0.371284,-0.0489966,0.156726,-0.194988,0.285855,0.79805
p3838,-1.80821,4.17266,1.74696,-0.438338,0.487681,-3.45342,3.86551,-2.45896
p3839,-1.00529,-0.20384,-0.851979,0.0297141,-1.29765,-0.303862,0.519987,-0.435681
p384,0.629761,2.68238,-1.27972,-0.0140326,-1.53657,1.01038,-3.12186,-0.0397782
p3840,0.025371,1.25291,-1.72291,-0.69359,0.572758,-0.895971,0.368831,-1.6922
p3841,-0.886472,0.0924166,0.285405,-0.361603,-0.560798,0.755213,-0.361463,0.411479
p3842,0.0267598,-1.11502,0.187544,-0.492767,-0.0775118,-0.422095,-0.361677,0.900973
p3843,0.984337,0.623422,0.0676533,2.47761,-2.15874,-0.0124068,1.45721,-2.76949
p3844,-1.11445,0.0282927,0.00804844,-1.60404,-0.230115,1.10461,-0.789968,0.866155
p3845,0.0765424,0.644173,-0.214161,0.146257,-0.2927,0.0644387,-0.053686,0.996527
p3846,-0.614248,0.292058,-0.708694,-0.536753,0.133193,0.918017,-1.15547,0.568868
p3847,-0.405742,-0.249544,-0.146511,-0.278356,-2.12007,-1.24015,-0.499624,-1.23555
p3848,-0.519732,-0.111572,-0.670142,-0.0293397,0.125342,-0.523484,0.347175,0.961477
p3849,-2.2191,0.659404,-0.392854,-0.356473,0.278541,-0.559776,-0.532966,-0.158227
p385,0.949093,-1.06779,0.401609,0.525341,0.0154794,0.211042,-0.342611,-1.06615
p3850,-0.441393,0.824852,0.810761,-1.78425,-0.830191,-1.20222,-0.325338,-0.545991
p3851,0.942043,-0.0608353,0.388148,1.1964,-0.806099,-0.837388,0.265898,0.259446
p3852,-0.865639,0.620882,-0.269954,-0.112763,-1.85082,1.42747,0.163905,-0.392738
p3853,1.03092,-0.865349,0.0335315,-0.613474,-0.00856487,-0.406355,-0.00275533,-0.467183
p3854,-2.67017,0.403614,0.489944,-1.42813,-0.298087,1.10953,0.427427,-0.910794
p3855,-3.47656,-0.0961647,-0.218333,0.212621,0.27395,0.249525,-0.239639,0.0873201
p3856,0.0454237,0.643861,0.708628,-2.24091,-2.40271,-2.66242,1.8213,0.805524
p3857,0.663085,-0.744243,0.556069,0.575301,-1.11786,-0.0506804,0.505095,-0.73401
p3858,-0.299636,-0.0296048,0.151084,0.157107,-0.699773,1.50785,-0.0411413,0.437908
p3859,-0.291512,-0.0246332,0.855515,0.522706,-1.81547,-0.521448,0.344693,0.399786
p386,1.01224,-0.810902,0.196601,0.027212,-0.332113,-0.236207,-0.157449,-1.06448
p3860,1.53453,3.66405,2.01771,2.27884,-1.98632,2.48329,-0.536125,0.705718
p3861,0.0810903,3.61263,-0.255387,-0.970153,-0.978181,0.113862,0.156243,-1.77638
p3862,-0.365104,0.456085,-0.210188,0.416413,-1.80852,0.419316,0.126961,1.01923
p3863,-0.393489,-0.640459,-0.0555186,0.317728,-0.0314766,0.395695,0.514231,0.155258
p3864,-0.735959,1.41447,-0.993417,-0.297085,0.0373745,1.06486,-1.77065,0.54787
p3865,0.510688,1.36374,5.1726,1.80305,0.434152,4.66714,0.916533,0.394659
p3866,0.642853,-0.177097,-0.966868,-0.507193,-0.206544,-1.49894,-3.1937,1.82041
p3867,-0.854817,-0.245555,-0.524911,-0.746999,0.027512,-0.27433,-0.536066,-0.142983
p3868,0.0824236,-0.946631,0.737993,-0.155508,1.00105,0.447985,0.0203168,-1.05252
p3869,-0.561011,0.0188913,-0.425385,-0.998935,0.147473,1.45133,-1.03596,-0.232242
p387,-0.198306,-0.249453,0.807331,-0.147212,1.03357,0.610258,0.822823,-0.459887
p3870,1.78097,-0.43797,1.59712,0.500643,0.00615542,0.858279,4.59883,3.22548
p3871,0.766261,0.300014,-1.04062,-0.733036,-0.731631,-1.48135,-0.205029,-0.494742
p3872,0.110288,-0.413399,-0.487555,0.11279,0.308131,0.228282,0.639147,0.436763
p3873,0.103656,1.18772,-1.1195,1.20219,-0.964713,2.57787,1.27844,-1.50088
p3874,-0.621994,0.390544,-1.15213,0.0735551,0.0718965,-0.798695,0.0937219,-0.31824
p3875,-0.363243,0.523694,0.833134,1.53034,-2.06078,-1.93984,-2.53177,-3.554
p3876,0.676882,-1.19751,0.670992,-0.0182663,-0.843756,-1.02991,-0.251499,0.620979
p3877,1.45233,-0.848643,-0.511008,-0.566929,-0.729324,-1.21881,-0.989893,-0.344111
p3878,-0.999965,-0.442683,0.2039,1.94775,0.462813,0.0174065,0.537491,1.16224
p3879,0.848047,1.20854,-0.268143,0.390698,1.23683,-0.42969,0.961397,0.470823
p388,-0.60451,0.0838019,-0.14693,0.161409,-1.24718,0.889248,0.57439,0.12752
p3880,0.217475,-0.761238,0.274132,-0.139443,0.336526,0.468461,-0.384061,-0.744601
p3881,0.764914,-1.09048,0.547553,0.0921007,0.70791,-0.30301,0.932409,0.678339
p3882,0.826136,-0.385213,-0.322988,0.527471,-0.113502,-1.1133,0.556992,-0.786801
p3883,-0.35251,-0.519024,-0.143276,0.226826,-0.37459,0.762957,0.217039,-0.790899
p3884,-0.19518,-0.0600495,-0.379889,-0.666361,0.450867,0.185524,0.325221,-0.774973
p3885,0.91674,-0.471238,-0.681312,-0.207115,0.00549516,0.315128,0.0925185,-0.389806
p3886,-1.14671,-0.161377,-0.61679,0.0496322,-0.855536,0.722825,0.322773,-0.171437
p3887,-0.385908,-0.416297,0.363507,-0.436644,-0.644692,-0.077178,-0.724202,0.259145
p3888,0.714467,2.44892,-3.09973,-0.685035,0.0958251,1.38563,-0.501132,1.24583
p3889,2.06998,1.47107,-1.73023,-0.998524,2.03743,-0.967281,-1.60037,0.877862
p389,-0.961912,0.688291,-0.570818,0.151335,-1.06826,0.0963229,0.944806,-0.498314
p3890,0.105739,-0.588507,-0.438383,-0.747567,-0.698632,-0.102869,-0.235244,1.20924
p3891,0.551168,0.638942,0.159871,0.155273,-0.0860906,-1.70796,-2.30675,0.765606
p3892,-0.745899,0.165615,-1.24126,0.241138,0.47369,-0.239556,0.318717,-0.0777534
p3893,-0.400466,1.08973,-1.12073,0.332653,-3.07708,-0.165531,-0.177981,-0.97519
p3894,0.376605,1.33239,-0.584762,0.148204,1.07676,-1.16875,-0.481097,0.464543
p3895,-0.104129,-0.581401,0.71142,-0.821464,0.291251,0.508309,-1.01982,-1.0566
p3896,-0.787055,0.882006,-0.564058,-0.771457,0.374706,-0.747092,0.0759049,-0.624421
p3897,0.354946,-0.379255,-0.590988,-0.153086,0.243272,-0.586735,0.353705,-0.0766293
p3898,0.127162,0.732623,0.670135,-0.0932334,-0.774603,-0.496296,-1.14538,-1.51687
p3899,-0.294856,-0.971056,0.155089,-0.400054,0.492382,0.0927751,0.105812,0.0292431
p39,-0.464807,-0.294621,0.354464,0.299062,0.439393,-0.223415,0.764925,-0.103528
p390,1.01212,3.42783,-2.20954,-0.492538,3.82618,-2.96624,-0.986534,3.10216
p3900,0.607415,-0.766381,0.286986,-0.46235,0.19028,0.978463,-0.110926,0.684772
p3901,1.20634,1.30726,-1.09293,2.19424,2.95106,0.427637,-3.3542,4.47434
p3902,0.746985,-0.279432,-0.214673,-1.04465,-2.36571,-0.049766,-0.667353,-0.120177
p3903,-0.2027,0.925794,-0.693124,1.34578,0.0341188,-1.06245,-0.2213,-0.175707
p3904,-0.128572,-0.107659,-0.63978,-0.119903,0.425608,-0.890125,-0.49277,0.101031
p3905,0.563611,-0.873238,0.0951072,0.567263,0.691143,-0.273006,0.191384,1.74715
p3906,-0.663808,-0.451563,0.730297,0.570943,-0.875911,0.258541,0.197707,0.196327
p3907,0.525941,-1.14251,0.445996,0.745682,-0.238802,-1.05632,0.0864432,0.0431662
p3908,1.22129,1.33284,0.589429,-1.76804,0.336082,-1.73052,0.180665,0.218872
p3909,-2.03166,0.0600509,0.0627786,0.590963,0.346933,-0.326816,0.777015,-0.243581
p391,0.576754,-0.344459,0.298337,0.161097,0.665136,0.0534515,0.136863,1.38339
p3910,-0.706148,0.125881,-0.425521,0.107207,0.413284,-0.885588,-0.417874,0.0608277
p3911,-0.354792,-0.966197,-0.0857054,0.0105992,0.149271,0.034408,-0.0695167,-0.219101
p3912,0.0482276,-1.02195,0.388962,0.184411,0.394331,-0.394,-0.756062,0.129431
p3913,-0.148767,-0.0314282,-0.973118,-0.120172,0.179211,0.00905181,-0.335437,0.147978
p3914,2.43937,0.653039,-1.0721,2.50195,-0.503909,-0.84917,-0.756478,4.79078
p3915,-0.436072,-0.56635,0.433146,0.314954,-0.498513,-0.810148,0.323096,1.36066
p3916,-0.0575965,-0.439848,-0.122465,0.735506,-0.127628,-0.211654,-0.415738,-0.3195
p3917,-0.431307,0.307397,0.0439362,0.117969,-0.664968,0.857466,0.540078,-0.210109
p3918,-0.349156,-0.91518,0.343326,0.850331,0.172985,0.18544,-0.260935,0.277763
p3919,0.387699,-0.564608,0.341872,-0.3741,-0.269637,1.02996,-0.496784,-0.0298028
p392,-0.782356,1.22693,0.871126,-1.5445,-3.20842,3.46135,-0.371748,2.2901
p3920,-0.787763,-0.307277,-0.304542,0.0645443,0.923908,0.0239507,-0.0229463,-0.401188
p3921,0.378347,-0.557458,-0.326133,-0.102597,0.852754,-0.196317,-0.468883,0.108653
p3922,-2.12158,0.361237,-0.552963,-0.509813,-0.878593,-1.96698,-1.23666,-0.0310827
p3923,-0.0119485,-0.669761,-0.262306,-0.47074,0.0620752,-0.55019,-0.599653,-0.29627
p3924,-0.465339,-0.57516,-0.104152,0.22607,0.410329,-0.0702842,-0.0438453,-0.223765
p3925,-0.126774,-0.816874,0.340451,0.307133,0.00659811,0.495513,0.31416,-0.00432372
p3926,0.808065,4.17153,-0.978578,0.822879,1.46827,2.10955,1.97655,-3.81141
p3927,1.87453,0.973332,-0.699621,-0.00859554,-0.710975,0.00164893,-1.66171,2.0504
p3928,1.11665,-0.956501,0.330842,-0.136222,-0.201119,0.424433,0.819367,-0.374814
p3929,1.42605,-1.21354,0.078195,-0.222416,0.500332,0.0358332,-0.231132,-0.459312
p393,-0.384994,-0.439919,-0.182297,1.09757,-0.569949,-0.463837,0.641844,0.611504
p3930,1.32797,-1.10383,0.0279052,0.0170156,0.0537953,0.17695,0.131438,-0.680809
p3931,-0.225041,5.1965,4.40892,-1.92402,-3.87616,2.67174,2.32975,-4.81553
p3932,0.0287113,0.473397,-0.991065,-0.355093,-0.457795,0.450699,0.491397,-0.206318
p3933,-2.3499,-0.0444138,0.214125,-0.13522,-0.259112,0.585578,-0.729713,0.760008
p3934,1.16444,1.76042,-2.92684,-0.237963,0.928473,0.582356,0.613445,-0.795573
p3935,-2.17711,3.22487,4.81053,-4.14735,1.59687,-2.84414,-0.938068,-1.51378
p3936,1.28745,-0.406269,2.35287,2.59283,-0.16416,-2.1411,-0.179455,-0.593798
p3937,-0.968138,-0.260705,-0.24633,0.554767,0.480724,-0.329595,-0.297146,0.529591
p3938,1.12118,0.677324,-0.335258,-2.5501,0.379147,-0.854686,-1.568,1.06742
p3939,2.31463,-1.4016,-0.0537777,-1.58405,-0.514672,-0.905413,-1.58122,0.812565
p394,-1.72642,2.97962,0.208748,-1.40555,0.418018,4.24842,0.330912,0.841909
p3940,0.471688,0.24502,-1.30067,-0.272633,0.194893,0.563351,0.847593,-0.0836219
p3941,0.633288,-0.619113,-0.435979,0.715904,-0.430372,-0.156144,0.448318,0.263551
p3942,-1.00729,0.640788,-0.598977,0.550626,-1.11311,0.626793,1.36084,0.401016
p3943,0.560368,-0.615338,0.426958,0.120147,-2.09759,-0.895448,-0.601982,-0.854642
p3944,0.0378877,-0.629006,-0.0867846,-0.281093,-1.36205,-0.342579,-0.554125,0.0344281
p3945,-0.211371,3.80172,-3.48673,-0.939401,0.839694,-0.960517,-0.0700336,2.33233
p3946,-0.0590964,-1.05797,0.106949,0.309353,-0.00109141,0.0931528,0.398054,-0.240349
p3947,0.988865,-0.382346,-0.795118,-0.894104,-0.739277,-0.352085,0.196759,0.902881
p3948,-0.0755215,-0.810234,0.379443,-0.153506,-0.448499,-0.626781,-0.0605357,0.754184
p3949,-0.486787,-0.638305,-0.206036,-0.383092,-0.238103,0.0301928,-0.691784,0.250198
p395,0.116252,0.534709,0.278766,-0.0490734,-0.597111,0.0932421,0.799077,1.31189
p3950,-0.968946,-0.404425,-0.141305,0.466309,-0.18814,0.634862,0.154062,1.62954
p3951,-0.0948168,-1.00152,0.252998,0.225064,0.888522,-0.000943634,0.041582,-0.615234
p3952,-2.69918,2.42377,-2.02081,0.566538,-1.11085,-0.422655,1.17405,-1.39885
p3953,-0.105548,-0.647094,-0.442171,0.0413552,0.273398,-0.0781889,-0.158094,-0.258866
p3954,0.164946,-0.267782,1.966,-2.44334,1.42498,0.438877,0.324779,0.997565
p3955,-0.585883,-0.853226,0.360394,0.0865546,0.1739,0.234291,0.591301,-0.333708
p3956,0.0552312,0.395447,-0.437998,0.294077,0.468988,0.0263671,-0.308701,1.06949
p3957,0.907894,0.181507,1.30967,2.43385,0.307359,1.51743,-0.302784,0.279067
p3958,-0.66985,-0.257225,0.125159,-0.180655,0.0778929,-0.798823,0.232415,-0.07193
p3959,-0.810099,0.472804,-0.97796,0.61733,-0.488207,-0.0528125,0.936487,1.85535
p396,-2.61823,0.281099,-0.795366,0.885596,-1.31443,-0.702854,-0.340956,-1.09844
p3960,-1.47479,0.268726,-0.498657,0.308968,-0.209888,-0.238801,0.157492,0.331573
p3961,-2.12535,0.569542,1.07428,0.166239,-0.671405,1.07629,-0.749724,-0.140466
p3962,-0.827811,1.51609,-0.153315,0.407977,-2.12942,0.388621,-0.956991,-0.230039
p3963,-1.14827,0.553898,0.296238,1.14984,0.0497858,0.595507,-1.68135,1.04511
p3964,-0.234742,-0.768774,-0.0687086,0.238235,0.0853542,-0.675628,-0.405634,-0.36271
p3965,-1.38865,1.05355,-0.563722,-0.639583,0.347779,-0.815409,-0.452729,-1.63733
p3966,0.634502,-0.377801,-0.262771,-1.53103,-0.441253,0.213546,-1.22197,0.609331
p3967,-0.136457,-1.04658,0.155186,-0.0566006,-0.122166,0.259663,0.42514,0.399439
p3968,-0.0522252,-0.504267,-0.097229,0.391229,-0.910649,-1.08298,1.72196,-0.330819
p3969,0.311899,0.126192,0.401935,0.180772,0.529676,-0.327545,0.429612,0.551672
p397,-0.18512,-0.834601,0.27088,0.435993,0.485194,0.214047,-0.803343,-0.763454
p3970,-0.151186,-0.427765,1.09294,-0.0855924,0.144874,0.959147,-0.116776,-0.04602
p3971,-0.427812,-0.121752,-0.142952,1.25933,-1.27455,1.01725,1.40824,3.09856
p3972,-2.23859,1.56359,-1.20211,-1.04035,1.18165,-1.53807,-2.78854,-1.48604
p3973,0.836185,-0.836214,-0.153776,-0.678207,0.185386,-0.321691,0.114056,-0.243547
p3974,-0.196987,0.894809,-0.647789,-0.184214,-1.18028,0.449873,0.0295234,-0.196144
p3975,0.227489,-0.587163,0.22625,-0.570658,0.414471,0.0429765,0.674647,0.132506
p3976,-0.640516,-0.0456899,0.439245,0.286576,-1.18406,-0.492244,-0.0856679,1.04557
p3977,-0.820805,-0.476682,-0.0423109,0.170108,-0.197067,0.711347,0.100728,-1.25601
p3978,0.0727867,0.374008,-0.213679,0.678223,0.22432,1.82346,-0.271888,-1.96901
p3979,0.10248,-0.493262,-0.481033,0.456439,-1.09159,0.190306,0.112987,0.156188
p398,-0.667707,0.888463,-0.249255,-3.36313,-2.33972,-1.73239,3.70227,0.490968
p3980,1.11237,-1.00215,-0.173392,0.221216,-0.0694114,-0.874721,-0.112738,-0.107941
p3981,-1.18841,0.259829,-1.20119,0.480349,0.524924,0.220114,0.507329,0.00672297
p3982,1.57018,-0.5468,0.0252472,-0.395458,0.996103,-0.271576,-0.353792,-1.09876
p3983,0.579448,3.10201,0.825915,0.450286,0.386857,-2.86259,-3.87998,-0.793735
p3984,0.629382,-0.798304,0.763067,0.207016,-0.642912,-1.09885,0.368692,0.627069
p3985,0.0325027,0.437103,-0.0561132,-1.08065,0.760446,-0.545145,0.468384,1.42478
p3986,0.28932,-0.344234,1.06925,-1.90887,0.378752,1.24072,-0.922194,0.562099
p3987,1.66551,2.03913,2.22644,4.20596,4.47874,-3.20959,0.833279,3.30386
p3988,-0.548704,1.88614,-1.31811,-0.564257,-0.411936,1.218,-1.63966,-0.0689149
p3989,-0.264553,-0.81536,0.180785,0.321589,0.104973,0.818795,0.496025,-1.2122
p399,1.42399,1.27972,0.204511,1.64222,-1.58297,2.99088,2.19805,-0.809568
p3990,0.415537,0.122555,-0.437216,0.125391,-0.339139,0.217692,0.539926,-0.553139
p3991,0.492906,0.646062,-1.49441,0.600285,0.876452,-0.0295343,0.230702,0.270936
p3992,-1.29214,0.47667,-0.0255286,0.70493,-0.894985,-0.636515,0.827965,1.14671
p3993,-1.94964,0.479985,1.05136,0.899583,1.00115,-1.36775,-0.47407,-2.10633
p3994,-0.69488,2.46653,2.26628,-1.55276,2.03739,2.33525,4.31043,0.980361
p3995,0.906469,0.984898,2.51524,0.301836,2.05638,2.27211,2.61696,1.61961
p3996,1.77682,-0.978067,-0.136349,-0.544084,0.385096,0.690046,0.294395,0.0635715
p3997,3.27885,1.82592,-1.85783,1.15951,-2.26254,-2.87328,3.1908,-0.292839
p3998,-0.740201,-0.509501,0.0264608,0.0881391,-0.045025,0.423404,-0.184626,0.779318
p3999,1.04487,-0.237303,-0.485888,0.214152,-0.0167757,-0.602024,-0.715653,-0.395959
p4,-2.05926,-0.150659,-0.305364,-0.156598,-0.0154467,0.320347,-0.565679,0.128195
p40,-1.0921,-0.0435643,0.00674582,0.456438,-0.643809,0.114784,-0.531029,0.630563
p400,0.310631,0.396391,0.560768,0.291647,-1.16697,0.75285,-0.715617,0.604467
p4000,1.90262,0.558009,0.887843,1.87811,1.06802,2.88627,1.2905,-1.58573
p4001,0.701918,-0.674236,-0.122974,-0.511355,0.0573843,-0.413019,0.102083,0.21009
p4002,-0.812365,3.21574,1.39684,-0.411316,0.0241893,2.99478,2.06759,1.36466
p4003,-1.53181,-0.498374,0.230834,0.0635411,0.51863,-0.308327,-0.58164,0.501324
p4004,0.622356,-1.03503,0.007808,-0.188289,-0.711087,-0.38048,-0.831567,0.310193
p4005,-1.81738,-0.282593,0.260461,-0.718116,-0.234042,-0.299488,0.303736,-0.0633469
p4006,-0.528044,-0.108433,-0.419264,0.245671,0.0315162,-0.204802,1.19052,-0.484401
p4007,-0.0984293,-0.530798,1.41092,-0.198598,0.157504,0.569626,0.851583,1.19485
p4008,0.514577,-0.710575,0.515911,0.930117,0.226026,-0.643286,0.351987,-0.912735
p4009,-0.134014,-0.693426,1.10193,1.27587,0.773428,-0.26342,0.615291,0.950016
p401,0.787121,0.557239,-0.0359827,0.23973,-0.852968,1.58687,0.296417,0.285577
p4010,-0.278195,-0.888559,0.0920747,-0.567549,0.227699,-0.405631,0.339895,0.785976
p4011,-0.105473,-0.774822,0.613658,0.191891,-0.318058,-0.319583,0.265995,0.774131
p4012,-1.37851,-0.584675,-0.0588225,0.324302,0.90486,0.276124,0.13165,0.0889539
p4013,0.628332,1.2885,-1.96698,-0.12526,0.703354,1.18255,1.06802,0.838633
p4014,1.19892,-0.936506,0.68772,0.463997,1.76194,-0.370457,0.351065,-0.423814
p4015,1.57505,-0.539773,-0.0502594,-1.2663,0.983869,0.710269,0.0274548,0.00130288
p4016,0.319913,-0.772689,-0.168668,-0.171291,0.376819,-0.00685223,-0.113477,-0.203923
p4017,0.284462,-0.196493,-0.353015,-0.479592,-0.487227,0.831879,0.873484,-0.877417
p4018,0.16754,1.27679,-0.997847,-0.119965,1.15472,-0.475793,0.718617,-0.467933
p4019,-0.240472,-0.679531,-0.326935,-0.160169,0.324359,0.0778643,0.100665,-0.360207
p402,0.777591,-0.823404,-0.217732,-0.217051,0.17779,-0.481793,0.120629,-0.472127
p4020,-0.106732,0.161343,-0.617253,-0.0950962,-1.22755,1.04248,-0.18732,-0.498185
p4021,0.504356,-0.527023,-0.229596,0.72278,0.937597,-0.560157,-0.837962,-0.706459
p4022,1.5967,2.89595,-1.13505,1.81069,-0.876436,-0.360086,-3.30951,-2.49228
p4023,-1.41529,-0.582946,0.448691,0.0373373,-0.15616,-0.726066,-0.965681,-0.0701607
p4024,1.22484,-1.07055,0.0315646,0.039728,-0.186011,-0.373984,0.619295,-0.179655
p4025,-0.350487,-0.715293,0.0885929,-0.977593,0.065124,0.38306,-0.534529,0.0473093
p4026,-1.49217,-0.0912631,-0.313537,-0.0625233,-0.266405,-0.0496831,-0.778287,0.29944
p4027,1.15539,-0.973614,-0.0616667,-0.577615,0.380174,0.0224414,-0.419427,-0.423765
p4028,0.0371905,-0.740793,0.456299,-0.501829,-0.674459,-0.692624,0.514658,-0.499757
p4029,0.589941,0.295564,-1.0958,-0.253954,0.719437,0.806918,0.904837,0.0991586
p403,-0.954155,-0.653896,-0.23873,0.173403,0.175046,0.263378,-0.00955727,-0.152663
p4030,0.318434,1.32957,2.624,-1.10946,2.02227,-1.60105,-0.24385,-1.03984
p4031,-1.13442,0.103991,-0.328312,1.36458,-1.11912,0.513511,0.419394,0.117482
p4032,-0.373828,-0.145146,-0.443149,-0.273525,-0.306367,0.0561808,-0.511424,-1.31403
p4033,-0.991101,-0.893489,-0.0461047,0.15234,0.0485278,0.0339606,-0.101807,-0.170608
p4034,0.620261,0.292984,-0.757329,-0.347686,-0.107554,0.359975,-0.302763,0.581331
p4035,-0.660869,-0.724553,0.776317,0.26893,0.487103,0.253063,-0.305092,0.491082
p4036,0.627773,0.022675,-0.903866,-0.147515,-0.265643,0.917213,0.0844822,-1.14524
p4037,0.825653,-0.981539,-0.325214,0.136778,0.514265,-0.097996,-0.130846,-0.244089
p4038,1.25517,-0.678096,0.596429,-0.0676737,1.32249,0.38664,-1.79253,-0.88323
p4039,-0.195692,-0.773743,-0.256599,-0.0864366,-0.828041,-0.408593,-0.0906945,-0.487846
p404,-4.29198,1.98062,-1.35248,-0.234871,0.141396,-0.243333,-1.79049,0.291662
p4040,0.576316,-0.0851438,0.328552,0.30361,-1.00121,-0.20447,0.766615,0.375498
p4041,1.04181,-0.827182,-0.428505,0.708367,-0.858133,-1.66076,0.284064,0.164393
p4042,-4.17641,0.424247,-0.291232,0.261684,-0.583656,-0.315643,-0.182487,0.0659425
p4043,-0.78324,-0.367395,0.0158276,-0.0277643,0.29727,0.297474,-0.283293,0.158935
p4044,-1.73269,-0.0207891,1.42044,-0.191819,0.0670608,1.62651,-0.279704,-0.445419
p4045,0.613682,0.779147,-1.23282,-0.708586,1.33182,-0.0106557,0.799857,-0.347844
p4046,0.538062,-0.520931,-0.0467359,-0.488947,-0.8921,-0.00637474,0.238496,-0.0305326
p4047,-0.486072,0.304839,0.075465,0.0503478,-0.0263599,-1.82325,-0.450716,-0.0806035
p4048,-1.49407,1.69738,2.36875,-0.195723,1.54444,2.40252,-0.575633,0.815341
p4049,-1.23181,0.253282,-0.63755,0.136569,-0.699114,0.441732,-0.900605,-0.186388
p405,0.226973,-1.11512,0.119004,-0.631342,-0.258443,0.119722,-0.129197,0.408675
p4050,-0.871807,-0.799725,0.142336,0.0387433,0.671065,0.358511,-0.130104,-0.476655
p4051,-1.0552,-0.646516,0.00803654,0.0566389,0.246282,0.128821,-0.819688,-0.363893
p4052,1.07593,2.89863,-2.40571,-0.559631,-3.08597,0.0175436,2.47654,0.246812
p4053,-1.0632,1.03587,-0.424158,0.758773,-0.199596,0.879038,-0.859438,1.3063
p4054,-0.711519,-0.802468,0.0704105,0.330782,0.166071,-0.117964,-0.609303,-0.238177
p4055,0.55514,-0.868527,-0.133795,0.278697,-0.0228316,-0.863099,-0.674027,0.654
p4056,1.22461,-1.08979,0.559247,0.528096,-0.0580657,-0.672146,0.82636,0.665691
p4057,0.639673,-0.179427,1.42196,0.153596,-1.25913,1.24951,-0.841672,2.0494
p4058,0.45387,0.253371,1.97837,-0.794729,0.574179,1.06434,-1.9992,1.05464
p4059,1.41935,0.61296,-1.30594,-0.821109,-1.1945,-0.775253,0.295417,-0.242675
