Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized)
u7397,0.37841,-0.0129699,-0.967014,-0.258042,0.266452,0.227363,-0.573469,-0.561279
u7398,-0.417429,-0.522282,-0.070295,2.52094,-0.0764696,-2.39592,1.4,0.322982
u7399,-0.249458,-0.219343,-0.937495,-0.578761,-0.677462,0.146499,0.10191,0.315643
u74,0.476613,-0.0791993,-0.965191,0.23915,-1.0857,-0.218683,0.206856,-0.670768
u740,-4.47506,0.584935,-0.329361,0.458048,-1.69538,-1.27663,-0.605328,0.965223
u7400,-0.260581,-0.499421,-0.087463,0.0492258,-0.28159,-0.913298,-0.286579,-0.722523
u7401,-0.24714,-0.839445,-0.232012,-0.0727269,-0.00595196,0.420428,0.258953,-0.230541
u7402,-0.695148,-0.765532,0.335368,-0.0529914,-0.376878,0.47605,0.36106,0.580118
u7403,-0.635103,-0.582428,-0.371836,0.156782,0.269403,-0.0143226,0.472862,0.0641968
u7404,0.323704,0.177041,-1.17993,-0.371979,0.062748,-0.273695,-1.11693,-0.0277527
u7405,-1.00696,-0.291173,-0.0582294,0.270064,0.0886213,-0.439075,-0.364898,-1.47534
u7406,-0.0722187,-0.312922,-0.576121,-0.0324005,0.193627,-0.103655,0.479161,0.602331
u7407,-0.788345,-0.690494,0.567108,0.467261,-0.543771,-0.386032,0.169333,0.116267
u7408,-0.927848,-0.968069,0.111582,0.136035,0.197245,0.0761673,0.126252,-0.343717
u7409,1.24293,3.31358,1.62087,1.52605,-1.88132,2.26959,-3.26468,-3.52176
u741,-0.126566,-1.08469,0.0141261,0.435812,0.0317405,-0.170945,0.250272,-0.630551
u7410,0.288274,-0.554219,-0.426123,-0.28921,0.157722,0.0672382,-0.15559,-0.261752
u7411,0.734423,-1.05058,0.594803,1.09832,-0.633601,-1.39853,0.109582,-0.238764
u7412,-0.376514,-0.667357,-0.269043,0.721617,-0.301275,0.197148,0.899564,0.0100951
u7413,-0.895287,0.682737,1.17161,3.70086,3.02907,-2.91344,-1.27465,-0.609748
u7414,0.0941784,-1.03597,0.0731677,0.0341058,0.376552,0.0811969,0.174649,-0.328251
u7415,-1.0794,0.01796,-0.770884,-0.250227,0.828225,0.671945,-0.328761,0.104728
u7416,0.656629,-0.18059,-0.376222,-0.584818,-1.68269,-0.494742,-2.13282,-0.306118
u7417,-0.339578,2.59132,1.43759,-1.05187,2.70434,-2.82761,1.29407,0.188846
u7418,0.433888,-0.521254,-0.163332,-0.0104777,-0.58598,-0.585607,0.043404,-0.828696
u7419,-0.614946,-0.146694,-0.584677,0.439452,0.375437,0.00228928,0.407444,-0.0760813
u742,-0.049937,-0.90236,0.0828669,0.125647,0.582667,0.0460449,-0.168824,0.58031
u7420,0.292456,-0.540309,-0.279474,0.2339,0.0630888,0.493769,0.497906,0.270701
u7421,0.638207,0.919535,0.20295,0.885534,-2.6157,1.59767,-0.325575,0.259418
u7422,-0.713571,-0.837592,0.177928,0.0121118,-0.0247645,0.293017,0.240194,-0.212767
u7423,-0.242276,-0.804445,-0.0374915,-0.314771,0.0372162,-0.238619,-0.101963,-0.207851
u7424,2.22855,1.65065,1.08815,1.15874,0.964235,-0.132999,-0.929842,0.321878
u7425,1.03566,-0.0102716,-0.189662,0.143582,0.261657,0.67106,0.531324,-0.559571
u7426,0.269298,-0.358905,-0.705217,-0.318543,0.56058,0.423662,-0.194705,0.185864
u7427,0.923106,-0.135869,-1.13603,-0.525153,-0.643879,0.49184,0.699949,-0.488268
u7428,0.198344,-0.511741,-0.0714966,0.00458191,0.0542655,0.153912,0.16062,0.45974
u7429,-1.34933,-0.289405,-0.440516,-0.215747,0.308586,0.287784,-0.33295,-0.130879
u743,1.30491,0.858979,5.11803,-3.32824,1.14563,-0.829642,-1.02066,1.43061
u7430,1.13163,0.238496,-1.66403,0.380892,0.205365,-0.0420285,0.739881,-0.177187
u7431,-0.0359755,-0.536315,-0.236246,0.242589,1.00917,0.609014,0.0275623,0.204321
u7432,0.449567,0.378666,0.368358,-1.13847,-2.7572,-0.245149,-1.22816,-1.48187
u7433,0.800719,-1.14992,0.165177,0.0970028,0.584774,0.535281,0.11081,-0.349357
u7434,-0.113832,-0.924458,0.00372069,0.0476326,0.176325,-0.201416,-0.173197,-0.567886
u7435,1.18418,0.268043,-0.496485,-0.412663,0.764131,-1.11481,-0.969467,0.636658
u7436,-0.026024,2.56433,0.498081,-2.07661,-0.915553,0.819424,0.272862,0.390238
u7437,0.325962,-1.08587,0.281731,0.164008,-0.0738471,0.49426,0.128827,0.00473973
u7438,0.381572,0.438373,-1.40173,-0.846893,0.0396218,0.174203,-0.00342116,-0.0281028
u7439,-0.249882,-0.747897,-0.154309,0.148989,0.156938,0.00722242,-0.0457721,-0.571144
u744,-0.581124,-0.262001,-0.358377,-0.14802,0.260042,0.153963,-0.0917363,0.440646
u7440,0.907261,-0.658166,0.552069,-0.0390602,0.197133,-1.1707,-0.354767,0.728253
u7441,0.499067,-0.988438,0.0691854,0.129634,-0.0568087,-0.301771,0.483864,0.0656966
u7442,0.570892,0.0661603,-0.467336,0.118715,-0.0952249,0.756883,-0.147954,1.9914
u7443,2.47194,1.30918,-2.00947,-0.614006,0.869332,1.67786,1.61751,0.94316
u7444,-1.4902,-0.489467,-0.288951,0.740588,-0.117023,-0.211594,0.139906,-0.237565
u7445,2.25765,-0.53111,-0.130616,0.0283372,-1.85898,-0.395047,-0.898024,0.272316
u7446,0.401897,0.798437,-0.498811,0.0531783,-0.278215,-1.40405,0.285197,0.651268
u7447,0.55018,-0.421211,-0.588614,-0.815517,-0.779816,0.315952,-0.570585,-0.146641
u7448,0.185248,1.89827,-0.857382,-4.37688,-0.762038,1.61808,0.585492,0.124449
u7449,0.287606,-0.70479,0.133039,-0.198664,-0.2989,0.0916188,1.04013,-0.726658
u745,-0.519234,-0.552368,-0.325974,-0.025826,-0.141161,0.152788,-0.315603,-0.944195
u7450,-0.266467,-0.863133,0.0424626,0.136778,0.207438,0.166802,-0.343299,-0.106725
u7451,-0.0890125,1.23375,-0.276888,2.55204,-2.1011,-1.0755,-2.22228,-5.54842
u7452,-1.42489,-0.634666,-0.155337,0.109192,0.12081,0.516203,0.158002,-0.3873
u7453,-0.504544,0.0546973,1.3403,-0.744424,0.564923,2.25471,0.528389,0.0302816
u7454,1.0066,-0.692762,0.0773116,-0.73672,0.0090237,0.600602,0.481742,-0.982665
u7455,0.584972,-0.747306,0.00252115,-0.507347,0.017056,-0.925203,-0.679489,-0.695546
u7456,-0.559317,-0.102459,0.298126,-0.0778373,-0.311383,-0.628227,-0.284358,0.301016
u7457,-0.825943,-0.189407,-0.496055,0.0849489,0.252686,0.151958,0.299693,-0.328186
u7458,0.235686,1.43201,-2.17906,-2.17983,-2.06499,-2.17586,0.7702,-0.223717
u7459,0.438642,2.09326,3.29223,1.2567,-3.39731,-0.130242,-0.455774,1.80481
u746,-0.15289,-0.565406,0.18665,-0.404102,-0.702944,0.564447,-0.290931,-0.432399
u7460,-1.23653,-0.123246,-0.580875,0.466653,0.117014,0.568903,0.104957,-0.87377
u7461,1.10604,-0.145952,-0.671693,-0.183491,0.273833,0.126177,-0.617226,0.61863
u7462,0.374393,-0.464858,-0.575254,-0.398935,0.184211,0.295089,0.0587937,-0.198203
u7463,-0.518478,-0.759551,-0.0772011,0.102611,0.544634,0.325959,0.0577476,-0.231791
u7464,1.27343,0.0109177,-0.505253,-0.0320892,-0.0918029,0.646163,0.398328,0.152263
u7465,-0.464852,0.575985,-0.634615,0.127619,0.194702,-1.03451,0.903145,-0.818962
u7466,-1.03788,0.142675,-0.690606,-0.1827,1.15043,0.0173878,0.0225178,0.657371
u7467,0.516055,-0.545128,0.0444175,0.0277624,0.250078,0.164396,-0.220046,0.531081
u7468,0.553321,-1.24762,0.111717,-0.302974,-0.000837693,0.279561,0.0521568,-0.309645
u7469,-0.864391,-0.0332973,0.659101,-0.376441,-0.382622,2.33383,-0.15122,0.167548
u747,-0.1427,-1.07636,0.137565,-0.0585173,0.343101,0.156657,-0.0929876,0.153787
u7470,2.03867,-0.0456726,-0.03718,-0.598995,-1.24214,0.395075,-0.258203,0.299038
u7471,-1.34226,-0.732353,0.510994,-0.0562833,-0.555138,-0.495368,-0.624537,-0.179678
u7472,0.443879,-1.0879,0.0709735,-0.283157,-0.0999383,0.0400587,0.0851484,-0.0563089
u7473,0.028157,0.100992,-1.0875,-0.0817619,0.561835,0.502476,-0.321453,0.153118
u7474,-0.144237,-0.656518,-0.371672,-0.405616,0.235634,-0.0536858,0.0610126,0.404613
u7475,-0.144096,-1.17149,0.585328,-0.242467,-0.341075,0.19231,0.963145,-0.253085
u7476,0.254241,2.2186,-2.42176,-0.679095,1.41995,-0.50535,-1.77101,-0.0623753
u7477,-0.00146392,0.361584,-0.442607,-0.396896,-0.647682,-0.600391,-0.99449,-0.545487
u7478,1.04389,0.308271,-1.13335,0.0163736,0.867067,0.205043,-0.766332,-0.426973
u7479,0.1533,0.115727,-0.284426,-0.947028,0.317395,1.31364,-0.249873,1.23277
u748,-0.457854,-0.464186,-0.146527,0.247304,-0.700634,-0.02367,0.167181,-0.283974
u7480,-1.2574,-0.371678,-0.383849,-0.601892,0.124039,0.371755,-0.37865,0.0182823
u7481,0.911476,-0.740685,-0.3203,-0.321596,-0.501165,-0.0440269,-0.343399,-0.40069
u7482,2.00001,-1.21755,-0.167924,-0.574707,-0.30736,0.192663,-0.128226,0.255882
u7483,0.703746,-0.16727,0.146702,0.0680146,-0.0435513,-2.09965,0.423662,-0.738351
u7484,0.0232814,0.855815,3.62377,0.80973,-3.11902,-4.08885,-0.32101,0.484261
u7485,0.614787,-0.369086,-0.578985,-0.0496491,0.464028,0.267893,-0.398057,-0.309883
u7486,-0.645697,1.01113,1.34507,-0.42025,-1.98758,-0.306186,-0.141047,1.21516
u7487,-0.0627341,-0.807241,0.000267039,-0.443232,0.0123547,-0.210763,-0.0119948,-0.0218859
u7488,-0.563006,-0.467178,0.269021,-0.266418,0.0214324,0.0179094,-0.0360793,0.0191262
u7489,0.666607,-1.05506,0.565452,0.371534,0.722878,0.231695,-0.371682,-0.350234
u749,-0.538317,-0.0540652,-0.853141,-0.0460547,0.476816,0.152695,-0.108539,-0.106331
u7490,-0.907375,-0.277149,0.684427,-0.92629,-0.381989,1.36732,-0.852914,1.12673
u7491,0.308372,-1.2217,0.400963,-0.352816,0.412445,0.159669,-0.284458,-0.563032
u7492,0.437538,-0.558997,-0.411352,-0.409238,0.603662,0.166062,-0.551667,0.0242587
u7493,0.764724,1.82652,-3.11657,0.0691682,0.34986,-0.520177,0.90417,-0.325903
u7494,0.144251,-0.903217,0.115,-0.125861,0.0596906,0.417268,-0.423382,-0.571245
u7495,-1.61143,1.75526,-1.17344,-1.68477,-0.0585175,0.658686,2.73439,1.43465
u7496,-0.521152,-0.235544,0.197229,0.128924,-0.12429,0.00660154,-0.641932,0.00439431
u7497,-0.319774,-0.941863,0.114911,-0.0368952,0.314085,0.57373,0.216596,-0.261736
u7498,-0.981947,-0.598774,-0.088743,0.0299095,0.782876,0.654636,0.103382,-0.301805
u7499,-1.68923,-0.740592,0.171299,0.349181,-0.16105,-0.115523,0.0422495,-0.635633
u75,0.377584,-1.04801,-0.16726,0.0144062,0.178182,-0.0440168,0.193975,-0.181088
u750,-1.11556,-0.818414,0.0796201,-0.201318,-0.114487,0.150904,-0.0613952,-0.260639
u7500,-0.777354,0.345264,2.16057,2.15846,-0.867137,-2.22985,-2.49658,-1.23382
u7501,-0.890555,-0.543029,-0.211194,0.0681133,0.208024,0.173271,-0.0295046,0.00949203
u7502,-0.484447,-0.836219,0.175905,-0.0782698,0.250344,0.474774,-0.0236248,-0.214937
u7503,0.708016,-1.24987,0.0124084,-0.0730162,0.270258,0.0736189,0.0611502,-0.33016
u7504,-0.0559823,-0.695804,0.01125,-0.302606,-0.398558,-1.08359,0.195728,0.18201
u7505,-1.429,-0.289924,-0.472957,-0.162712,0.064368,0.414656,0.00803499,-0.522797
u7506,-0.874029,-0.611693,-0.0773641,0.303627,0.0264594,-0.668017,0.109468,-0.423357
u7507,-0.185326,-0.230276,-0.818343,-0.227448,-0.551031,-0.374387,-0.128666,-0.0878951
u7508,-0.644914,-0.317886,-0.262084,-0.0666952,0.255118,-0.294331,0.0321126,-0.148588
u7509,1.03984,-1.18255,0.180116,0.95422,0.399168,-0.065573,0.610375,-0.180576
u751,-1.35573,0.16988,-0.971302,-0.176385,0.236646,0.314643,-0.14285,-0.0347366
u7510,0.114999,-0.27353,-0.780364,-0.111359,0.518053,0.0983119,0.442702,0.0502516
u7511,-0.869422,-0.90392,0.100121,0.317303,0.498675,-0.0357179,-0.125838,-0.221573
u7512,-1.61709,0.115326,-0.242593,-1.20847,-1.94746,-0.0682112,0.101573,0.517414
u7513,0.622007,-0.194747,-0.71666,-0.682663,-0.969093,0.214723,-0.257927,-0.730482
u7514,-0.72098,-0.00893861,-0.776606,0.259213,0.177232,-0.380801,-0.0217362,0.0575098
u7515,0.0752254,-0.904892,0.815734,-0.629525,-0.00010822,0.805941,0.402827,0.0108305
u7516,0.360259,-0.613177,-0.452016,0.0066712,0.140272,0.0332879,-0.142959,-0.0318442
u7517,-0.275354,-0.760167,-0.168457,-0.450934,0.321567,0.543488,0.162148,-0.015769
u7518,-1.42997,-0.538847,0.243019,-0.356031,-0.281226,0.259605,0.803822,0.435364
u7519,1.14823,0.594468,-0.482589,-0.39167,-1.52828,-0.953053,-0.602793,-0.131524
u752,-1.9699,-0.553138,0.311629,-0.501513,0.0956689,0.210588,-0.318618,0.49163
u7520,0.878396,-1.23488,0.331456,0.000171724,0.490768,0.0539833,-0.255202,-0.167439
u7521,0.166311,0.252116,-0.32207,-0.127174,0.912424,0.390846,-0.229962,1.39614
u7522,0.0843352,2.06347,-2.23985,-6.68027,-2.25277,-0.583228,0.413909,2.76298
u7523,0.711257,-0.949583,0.321022,-0.216644,-1.29761,-0.512585,0.36584,-0.946544
u7524,1.09974,-1.07384,0.802241,-0.0668491,0.173424,-0.00363082,-0.145333,-0.554954
u7525,0.490583,3.25506,-2.58485,-0.203628,1.35538,-1.30507,2.98662,0.684371
u7526,-0.184183,-0.97059,0.285421,0.164998,0.594084,0.0323746,0.154819,-0.383475
u7527,-1.15446,-0.257726,-0.266918,0.0741416,0.633399,0.558279,0.0643198,-1.06011
u7528,-2.37582,-0.257768,0.172791,-0.251119,-0.316127,1.10128,-0.107587,0.205507
u7529,0.0656362,-0.687141,-0.0743707,-0.172019,0.416716,0.17807,0.162579,-0.383921
u753,0.716958,-1.04186,-0.0118672,-0.40607,0.348431,0.252249,-0.187178,-0.0574057
u7530,0.199102,-0.187405,-0.0990042,0.0789735,-0.886153,-0.116324,-0.0579397,-0.06696
u7531,-0.332271,0.886796,1.58838,-4.38093,-0.307748,-1.09466,3.1836,1.11667
u7532,1.10972,2.98336,-0.498694,1.73867,-1.78578,-0.368387,-2.32862,-0.680243
u7533,-2.22039,0.426182,-0.978583,-0.0921266,-0.321129,0.397183,0.33714,-0.0872115
u7534,1.29104,-0.844952,0.245649,-0.163275,-0.188094,0.431443,1.23216,-0.533277
u7535,-1.84083,-0.619059,0.0161334,0.338281,-0.301292,-0.0726531,0.179632,-0.620775
u7536,0.714767,-0.945137,-0.178375,-0.00828116,0.109676,-0.184925,0.15943,0.178065
u7537,0.0434616,-0.656715,-0.364879,0.0688007,0.931308,0.150279,-0.202458,-0.625801
u7538,0.241095,1.48948,-0.602801,0.935861,-0.73891,1.22696,-0.242027,-0.769661
u7539,0.38541,-0.79366,-0.108427,-0.295631,0.0911589,0.232224,-0.32781,0.006865
u754,-0.488264,0.976364,-0.44601,0.484149,0.844933,-1.82124,0.5795,1.09393
u7540,0.00622227,0.0501616,-0.888357,-0.447724,-0.657436,0.899657,-0.446344,-0.592629
u7541,-0.733363,0.990194,-1.54427,0.577258,0.53991,-0.331984,1.66086,0.308658
u7542,-0.057759,-0.671438,-0.0635461,0.794266,0.841081,0.17112,0.159088,0.115945
u7543,-0.248193,-0.900971,-0.175621,-0.417444,-0.0462581,-0.169118,-0.0092434,0.306995
u7544,2.57594,1.44951,-1.50307,-2.25855,1.43197,-3.64569,0.936052,3.22263
u7545,0.347023,-0.669799,-0.357068,-0.117421,-0.0144474,-0.346963,0.288875,-0.047859
u7546,-0.140742,-0.781543,-0.29302,-0.00546936,0.275559,0.14127,0.127905,0.154121
u7547,1.38267,-0.998242,0.494357,-0.255623,0.507172,0.403678,-0.18674,-0.379286
u7548,0.288917,-0.223133,1.0134,-1.141,-0.147895,-1.29727,0.665532,0.752228
u7549,-1.66965,-0.468397,-0.251623,0.197634,0.151544,0.372276,0.199325,-0.275024
u755,-0.880646,1.72963,2.61126,1.19943,-3.61039,0.466477,-0.914417,0.123462
u7550,-0.11087,-0.264241,-0.691308,0.0995524,0.752419,0.324819,-0.237899,-0.386149
u7551,0.3479,-0.10295,0.154694,-1.2053,-0.453631,0.816857,-0.500642,1.10502
u7552,-0.0137624,1.11946,-1.68872,-0.140208,-0.45339,-0.349813,-1.03996,0.574225
u7553,0.45663,0.495234,-1.48368,0.0465825,0.661233,0.6808,-0.0883879,-0.244419
u7554,0.167372,-0.986126,0.121896,0.164695,0.940059,-0.200715,-0.344331,-0.211114
u7555,-0.301169,-0.382877,-0.637929,-0.0504455,0.291987,0.578124,0.0997497,-0.0629893
u7556,0.0613771,-0.187992,-0.395127,-0.440718,-0.378358,-0.335309,0.796324,0.0569307
u7557,0.711777,-0.53433,-0.448763,-0.701758,0.433992,1.03534,0.119335,-0.209904
u7558,1.74572,-1.09199,0.135137,-0.158994,0.0881449,-0.219373,-0.925029,0.698248
u7559,-1.36622,-0.458146,-0.122802,-0.00315124,-0.0890684,0.577432,0.24566,-0.187225
u756,-0.111431,0.749081,0.326045,0.792609,-1.77264,-1.01946,-0.302197,0.449877
u7560,-0.718986,-0.934765,0.586383,-0.101356,-0.0285672,0.0176214,0.286426,-0.207135
u7561,-1.51607,-0.363641,-0.289657,0.223767,-0.087419,-0.117995,-0.174338,-0.394074
u7562,0.196575,0.960375,-1.19485,-0.0733386,0.0762046,-0.373687,0.278397,0.993222
u7563,-0.504821,-0.854115,-0.0555499,0.169378,0.142889,-0.34058,0.00645528,0.0526344
u7564,-0.205949,-0.984192,0.269568,-0.0852061,0.157368,-0.10248,-0.200092,-0.22102
u7565,1.70516,0.434417,-0.211752,-0.382706,-0.356296,-0.0267914,-0.453535,1.22006
u7566,1.04911,-1.29511,0.61653,-0.198255,-0.074867,0.0472507,0.110069,0.464556
u7567,-1.37666,0.786831,-1.56354,-0.21099,0.826544,0.643754,0.119712,-0.0805821
u7568,0.279745,-1.30192,0.385973,0.144781,0.534459,0.364463,0.452953,-0.234425
u7569,0.281781,0.26893,-1.20246,-0.842113,0.217905,0.26772,-0.684086,-0.540636
u757,-0.293272,-0.775228,0.303365,-0.213447,-0.0623662,-0.0174856,0.234107,-0.670471
u7570,-1.23693,-0.508817,-0.19169,0.254655,0.295356,0.207698,0.24345,0.127875
u7571,0.639807,-0.861399,-0.207107,-0.217784,0.0071165,0.473713,0.0333649,0.151026
u7572,-1.3922,-0.130654,-0.362516,0.0344789,0.142482,-0.139204,-0.261097,0.458705
u7573,-0.969888,-0.329336,-0.418449,-0.127472,-0.194035,-0.332032,-0.267706,-0.282016
u7574,-0.593118,-0.0516263,-0.844075,0.155933,0.628737,0.334225,0.532146,0.383861
u7575,0.149367,-0.883295,0.366011,0.647083,-0.798124,-0.523637,-0.200217,-1.15992
u7576,0.323425,2.20276,2.58758,-1.85474,-2.06072,-4.4887,1.19717,2.1029
u7577,-0.599556,-0.513437,0.196681,-0.1741,-0.393543,-0.290635,-0.360425,-0.267228
u7578,-0.162295,-0.159134,-0.391497,-0.206356,0.364347,0.726658,-0.121394,0.166143
u7579,-0.400789,1.3925,-1.3575,-0.195374,0.360587,-0.783829,-0.732855,1.21128
u758,0.892729,-1.08606,-0.10196,0.203752,0.170497,0.146454,0.122163,-0.10739
u7580,-2.36761,0.600282,-0.616407,0.645258,-0.621498,0.14518,0.227706,-0.760077
u7581,-0.814211,-0.891377,0.217339,0.34934,-0.0841684,-0.0462157,0.082183,-0.0989914
u7582,-0.754634,-0.317213,-0.656632,0.00553782,0.47926,0.313737,-0.292323,0.000781631
u7583,-0.235016,-1.05956,0.183893,-0.0197508,-0.0900861,0.0533202,-0.11004,-0.120803
u7584,-0.2367,0.134016,-0.810094,0.433143,0.468907,-0.133183,0.309659,0.624309
u7585,1.10186,-1.27456,0.260116,-0.0315732,0.259139,0.126435,-0.0464643,-0.22015
u7586,0.944739,0.856094,-1.88942,-0.719263,0.858915,0.154004,-1.07077,0.671159
u7587,0.444526,0.369815,-0.571342,0.175726,-1.49105,0.240295,-0.708327,-0.0481579
u7588,-0.109376,-0.730709,-0.125742,0.361376,-0.0657825,0.34046,0.284123,-0.244275
u7589,-2.62831,0.0131976,-0.122729,0.107577,0.302881,0.0729465,-0.334697,-0.668108
u759,0.0711512,-0.38122,-0.277617,-0.404756,0.53338,0.375744,-0.66864,-0.784761
u7590,-2.01334,-0.68023,-0.0174294,0.13602,0.199275,0.114676,-0.267484,-0.0499009
u7591,1.10344,-1.12391,0.743177,-0.968558,0.0475498,0.0167568,0.197146,-0.928858
u7592,-0.630565,-0.196584,0.712561,1.34547,-0.43052,-0.211153,1.40182,-0.78453
u7593,0.461344,-1.04778,0.255974,-0.0498714,-0.0305477,0.2654,0.238497,-0.326748
u7594,-0.369011,0.221936,-0.495667,1.13859,-0.74938,-0.100477,0.375993,0.764227
u7595,0.47109,-0.256036,0.749586,1.69977,1.01217,-2.45253,0.602019,1.24884
u7596,-0.882454,2.90821,0.0526097,-0.750569,0.506222,-1.61019,3.63624,-1.34958
u7597,-1.57929,-0.103066,-0.107888,0.0132716,-0.565387,-0.155036,0.156761,-0.112073
u7598,0.260235,-0.438543,-0.381907,-0.0300725,-0.443689,0.506273,-0.0368913,-0.367821
u7599,0.416681,-1.15606,0.320227,0.0366807,0.24144,-0.229091,-0.420268,-0.441879
u76,-0.0401331,-0.544741,-0.323082,0.0304143,0.539595,0.0607063,0.312678,-0.514811
u760,-0.568899,1.22941,1.28479,-0.517068,1.49767,0.304336,-0.156953,0.000201144
u7600,-0.721474,-0.644092,-0.21507,-0.339105,0.0565724,0.170494,-0.307191,0.144147
u7601,1.081,-0.474763,-0.514515,-0.627906,0.646013,0.676669,0.619067,0.328959
u7602,-1.14725,-0.704079,0.167035,0.00117445,0.368383,0.356972,-0.428526,-0.530695
u7603,0.0360523,0.141702,-0.673104,0.139876,-0.074127,0.653002,0.188609,-0.00984932
u7604,-0.35125,-0.699597,-0.094913,0.199147,0.516169,0.685051,0.324816,-0.103899
u7605,-0.41653,-0.330116,-0.52763,0.015279,0.247943,0.312728,-0.260718,-0.259168
u7606,-1.7797,1.45286,0.738449,2.25577,-2.10522,0.253337,0.236959,0.553106
u7607,-0.210869,-0.393157,0.15507,-0.279524,0.053338,0.208504,0.102418,0.0420971
u7608,-1.48731,-0.720783,0.367869,0.128746,0.202823,-0.221383,-0.0695796,-0.402856
u7609,2.41144,-1.24901,1.37612,1.02169,1.61814,-0.558211,0.195399,0.507882
u761,-1.89636,-0.347857,-0.046911,-0.276688,0.0539153,-0.069927,0.239738,-0.0501832
u7610,-0.998871,0.949249,2.49231,0.424199,-0.492581,-1.88376,1.93753,-0.213994
u7611,-0.387563,-0.389876,-0.424858,-0.351004,0.578619,0.821772,-0.288543,-0.066157
u7612,0.46662,-0.479639,0.571429,-0.305155,0.403247,-0.653097,0.325638,0.366596
u7613,-0.553717,-0.85234,0.802421,-0.0329928,-0.196847,0.100177,0.714035,-0.922598
u7614,0.0432025,-0.0361534,-0.583836,-0.161146,0.674957,-0.0187877,0.12469,-0.978729
u7615,0.481268,-0.235954,2.00443,-2.92498,1.45718,1.61455,0.558122,-0.656181
u7616,-0.171566,-0.845532,0.200464,0.223656,0.00875614,0.426185,0.0191718,-0.608803
u7617,0.672419,-0.80674,-0.0666676,-0.00965365,0.776815,-0.16795,0.394097,-0.12705
u7618,0.540846,-1.23787,0.528979,0.335374,-0.0496516,-0.63822,0.289969,-0.114553
u7619,-0.350889,-0.159369,-0.705621,-0.0641162,0.692231,-0.124534,-0.229311,-0.212583
u762,-0.811154,-0.759852,-0.145114,-0.35016,-0.0310496,0.118098,0.113407,-0.225319
u7620,-0.0633574,-1.05076,0.0802177,-0.0537569,0.12298,0.175646,0.168273,-0.0527665
u7621,-1.07108,0.3242,-1.07068,-0.409304,0.10179,0.644957,0.0351797,0.0827032
u7622,-0.135035,-0.170994,0.323608,-1.10432,0.116896,0.492751,-1.95968,1.25492
u7623,-0.467767,-0.234747,-0.493771,-0.145999,0.401533,-0.193808,0.363261,-0.134319
u7624,-0.674844,0.556873,-1.27726,-0.364452,0.554294,-0.492033,-0.228915,-0.927927
u7625,-0.252854,2.6906,-3.91049,-0.070165,0.705059,0.342405,-0.0871435,0.574261
u7626,-1.2011,0.0181328,-0.752318,0.116334,0.324376,-0.00226825,0.0228571,0.183178
u7627,-0.209206,-0.328492,-0.531218,-0.344585,0.267169,0.333746,0.303699,-0.36847
u7628,-0.39462,-0.938984,0.155288,-0.0516251,0.385594,-0.116767,0.0617843,-0.20779
u7629,-0.169402,-1.0625,0.104789,0.30949,0.629749,0.139052,0.215393,-0.173557
u763,-1.22341,-0.0669544,0.261824,0.145122,-0.418867,0.0963107,0.0304063,1.18459
u7630,0.956245,-1.25027,0.139187,-0.0829507,0.302173,-0.0499882,0.0982687,-0.308072
u7631,-1.3645,-0.740086,0.144937,0.0950693,0.346237,0.142745,0.14444,-0.453915
u7632,-0.522213,-0.134235,0.38189,-2.82955,1.67594,-0.102306,-0.217181,1.95228
u7633,-1.18127,-0.199151,-0.506942,0.0595232,-0.262608,0.182362,0.46304,-0.299978
u7634,-0.472884,0.313034,-0.819386,-0.0588856,0.219266,1.04632,-0.164055,-0.661664
u7635,0.754543,-0.750682,-0.394559,0.0849681,0.165931,0.2879,-0.0558657,-0.137417
u7636,-0.582416,1.59974,1.75418,-1.25857,-0.803529,-3.08969,0.434404,1.5824
u7637,0.398675,1.48997,0.765082,1.75361,-0.214541,3.03316,-0.125806,0.724429
u7638,-0.199913,2.79349,-3.34021,-0.0661892,-0.36577,1.38644,0.265742,-0.410943
u7639,0.513605,1.65028,0.235676,0.541627,-0.534235,-0.586504,-0.959288,2.26427
u764,0.661829,2.35353,1.34924,-2.71174,-0.819279,5.99599,0.263985,1.71679
u7640,1.34122,2.61992,-3.62497,-1.49752,-2.82361,-0.875589,3.10167,-0.950952
u7641,-0.103192,-0.938951,0.296415,-0.181642,0.0888703,0.492599,0.585372,-0.755359
u7642,0.659702,-0.687696,-0.278952,-0.0782855,-0.034104,0.583732,-0.104039,-0.84615
u7643,0.420507,0.493717,-1.49591,-0.114612,-0.167525,0.703683,0.0603991,-0.120093
u7644,0.0906702,-0.553558,0.146071,-0.0946024,0.504541,0.935749,-0.0591909,-0.569937
u7645,-0.58246,-0.60162,-0.182815,-0.144496,-0.515987,0.555526,-0.0565352,-0.241883
u7646,1.23804,-0.00328633,-0.824459,2.18448,-0.273034,0.4924,0.373092,-0.763276
u7647,0.322447,-0.570579,-0.311765,-0.427735,-0.282298,0.602844,-0.142321,0.0938123
u7648,-3.59291,-0.00820774,-0.197302,-0.262638,-0.609262,-0.174438,-0.178229,-0.367556
u7649,0.100389,-0.702367,-0.337655,-0.100724,0.656142,0.10191,-0.284912,-0.0492829
u765,0.527723,-1.18915,0.0390542,0.117481,0.0361659,0.307742,0.114031,-0.119466
